I,II,V1,V2,V3,V4,V5,V6,status,x
-1,2,1,2,1,1,4,-3,0,3996
-1,2,1,2,1,1,4,-3,0,3997
-1,2,1,2,1,1,4,-3,0,3998
-1,2,1,2,1,1,4,-3,0,3999
-1,2,1,2,1,1,4,-3,0,4000
-1,3,1,2,1,1,4,-3,0,4001
-1,3,1,2,1,1,4,-3,0,4002
-1,3,1,2,1,1,4,-3,0,4003
-1,3,1,2,1,1,4,-3,0,4004
0,3,1,2,1,2,4,-3,0,4005
0,3,1,2,1,2,4,-3,0,4006
0,3,1,2,1,2,4,-3,0,4007
0,3,1,2,1,2,5,-3,0,4008
0,3,1,2,1,2,5,-2,0,4009
0,3,1,2,2,2,5,-2,0,4010
0,3,1,2,2,3,5,-2,0,4011
0,4,1,2,2,3,5,-2,0,4012
0,4,2,2,2,3,5,-2,0,4013
0,4,2,3,2,3,5,-2,0,4014
0,4,2,3,2,3,5,-2,0,4015
0,4,2,3,2,3,5,-2,0,4016
0,4,2,3,2,3,5,-2,0,4017
0,4,2,3,2,3,5,-2,0,4018
0,4,2,3,2,3,5,-2,0,4019
0,4,2,3,2,3,5,-2,0,4020
0,4,2,3,2,3,5,-2,0,4021
0,4,2,3,2,3,5,-2,0,4022
0,4,2,3,2,3,5,-2,0,4023
0,4,2,3,2,3,5,-2,0,4024
0,4,2,3,2,3,5,-2,0,4025
0,4,2,3,2,3,5,-2,0,4026
0,4,2,3,2,3,5,-2,0,4027
0,3,2,2,1,2,5,-2,0,4028
0,3,2,2,1,2,5,-2,0,4029
0,2,2,2,0,2,4,-2,0,4030
0,2,1,2,0,2,5,-2,0,4031
0,1,1,2,0,2,5,-2,0,4032
1,1,1,2,0,2,5,-2,0,4033
1,1,1,2,1,3,7,-2,0,4034
2,1,1,3,2,5,8,-1,0,4035
3,2,1,4,4,7,10,0,0,4036
4,4,2,5,6,10,13,1,0,4037
6,6,2,7,10,14,17,3,0,4038
9,10,3,10,15,19,22,6,0,4039
12,14,5,13,20,25,28,9,0,4040
16,19,6,17,27,32,34,14,0,4041
21,26,9,22,34,39,41,19,0,4042
26,33,12,28,43,47,48,24,0,4043
32,42,15,34,51,55,57,31,0,4044
40,51,18,41,60,64,66,37,0,4045
47,61,22,48,70,74,75,44,0,4046
55,71,25,55,80,83,84,51,0,4047
63,82,29,63,89,92,93,59,0,4048
71,93,33,70,98,101,101,67,0,4049
80,104,37,78,107,109,110,74,0,4050
87,115,40,85,115,117,117,81,0,4051
95,124,43,91,121,123,124,88,0,4052
101,134,46,97,128,129,130,94,0,4053
108,142,49,102,133,134,135,99,0,4054
113,149,51,107,137,138,139,103,0,4055
117,155,53,110,140,141,142,107,0,4056
120,159,54,113,143,144,145,109,0,4057
123,162,54,114,144,145,146,111,0,4058
124,164,54,115,145,146,147,111,0,4059
124,164,54,114,145,145,146,111,0,4060
123,163,53,113,144,144,145,109,0,4061
121,160,51,110,142,142,143,107,0,4062
118,156,49,107,139,139,140,104,0,4063
114,151,47,103,136,136,136,100,0,4064
109,145,44,98,132,131,132,95,0,4065
103,137,41,92,127,125,126,90,0,4066
96,128,37,85,121,119,120,84,0,4067
89,119,34,78,114,111,113,77,0,4068
81,109,30,71,106,103,105,70,0,4069
73,98,26,63,98,95,97,63,0,4070
65,87,23,55,89,85,88,56,0,4071
57,76,19,48,80,76,78,48,0,4072
49,65,15,40,71,67,69,41,0,4073
41,55,12,33,62,57,59,34,0,4074
34,45,9,27,53,49,50,28,0,4075
27,37,7,21,45,41,43,22,0,4076
22,28,4,16,37,33,34,16,0,4077
17,21,2,11,30,26,27,11,0,4078
12,15,2,8,23,19,20,7,0,4079
8,10,1,5,17,14,15,3,0,4080
6,6,0,3,12,10,10,1,0,4081
3,3,-1,1,9,7,6,0,0,4082
2,0,-1,0,5,4,3,-2,0,4083
1,-1,-1,-1,3,2,1,-2,0,4084
0,-2,-1,-1,1,1,0,-3,0,4085
0,-2,-1,-1,0,1,-1,-3,0,4086
0,-2,-1,-1,0,0,-1,-2,0,4087
0,-2,-1,-1,0,0,0,-2,0,4088
0,-1,-1,-1,0,1,0,-1,0,4089
0,-1,-1,-1,0,1,1,0,0,4090
0,0,0,0,0,1,2,0,0,4091
0,0,0,0,0,2,2,0,0,4092
0,1,0,0,0,2,3,1,0,4093
0,1,0,0,1,2,4,1,0,4094
0,2,0,0,1,2,4,2,0,4095
0,2,0,1,1,2,5,2,0,4096
0,3,0,1,1,3,5,2,0,4097
0,3,0,1,2,3,5,2,0,4098
0,3,0,1,2,3,6,2,0,4099
1,4,0,1,3,4,6,3,0,4100
1,4,0,2,4,5,6,3,0,4101
2,5,0,2,5,5,7,3,0,4102
3,5,0,2,5,6,8,3,0,4103
4,6,0,2,6,7,8,4,0,4104
4,7,0,2,7,8,9,4,0,4105
5,7,-1,2,7,9,9,4,0,4106
6,8,-1,2,6,9,10,5,0,4107
6,8,-2,1,5,8,9,5,0,4108
6,8,-3,0,3,7,8,4,0,4109
6,7,-4,-2,0,4,7,3,0,4110
5,5,-6,-4,-5,0,4,1,0,4111
3,2,-7,-7,-12,-5,-1,-3,0,4112
1,-2,-7,-10,-19,-12,-6,-7,0,4113
-3,-7,-8,-13,-27,-21,-14,-13,0,4114
-7,-13,-7,-16,-36,-30,-22,-20,0,4115
-13,-21,-6,-18,-43,-39,-32,-27,0,4116
-19,-29,-3,-18,-48,-47,-41,-36,0,4117
-25,-37,2,-17,-49,-54,-50,-44,0,4118
-32,-45,8,-12,-45,-56,-58,-51,0,4119
-37,-51,17,-3,-35,-54,-62,-56,0,4120
-41,-55,29,9,-16,-44,-61,-57,0,4121
-43,-54,43,26,11,-26,-55,-54,0,4122
-41,-48,59,49,49,2,-41,-45,0,4123
-36,-36,77,76,98,41,-19,-29,0,4124
-25,-16,97,108,157,90,14,-5,0,4125
-9,12,116,142,225,152,55,27,0,4126
12,48,134,178,299,224,108,67,0,4127
39,94,150,213,378,305,170,117,0,4128
72,148,161,245,456,391,240,174,0,4129
110,208,167,270,531,480,316,236,0,4130
152,274,167,287,597,568,395,303,0,4131
196,343,158,292,651,651,474,370,0,4132
242,412,141,284,688,725,549,436,0,4133
286,478,114,260,706,785,617,498,0,4134
327,539,78,220,701,829,676,552,0,4135
364,592,33,164,673,854,720,597,0,4136
394,634,-18,92,622,857,750,629,0,4137
416,662,-76,8,549,839,762,647,0,4138
429,677,-137,-86,458,799,756,651,0,4139
433,676,-200,-187,352,740,733,641,0,4140
427,660,-260,-290,236,665,694,616,0,4141
411,629,-316,-389,117,577,640,578,0,4142
387,586,-365,-481,0,480,575,530,1024,4143
356,532,-404,-560,-109,378,501,473,0,4144
318,470,-433,-624,-208,277,422,410,0,4145
277,403,-449,-669,-291,180,342,345,0,4146
234,333,-453,-694,-355,92,264,279,0,4147
190,264,-444,-698,-399,15,190,216,0,4148
147,197,-425,-682,-423,-49,124,158,0,4149
107,136,-395,-648,-427,-100,66,105,0,4150
71,83,-357,-599,-414,-135,20,60,0,4151
40,38,-314,-537,-386,-157,-18,24,0,4152
15,1,-267,-467,-348,-167,-45,-5,0,4153
-6,-28,-220,-392,-301,-166,-63,-27,0,4154
-21,-48,-173,-317,-251,-156,-73,-41,0,4155
-31,-60,-129,-244,-200,-141,-76,-49,0,4156
-37,-66,-89,-177,-151,-121,-74,-52,0,4157
-39,-67,-55,-118,-107,-100,-68,-52,0,4158
-38,-63,-27,-67,-68,-79,-59,-49,0,4159
-36,-57,-4,-26,-36,-59,-50,-44,0,4160
-32,-50,12,6,-11,-41,-40,-38,0,4161
-27,-41,23,27,7,-26,-31,-32,0,4162
-22,-33,30,42,19,-14,-23,-26,0,4163
-17,-26,33,51,27,-5,-16,-21,0,4164
-13,-19,33,54,30,0,-11,-17,0,4165
-9,-14,32,53,30,4,-7,-14,0,4166
-6,-10,29,49,28,5,-4,-12,0,4167
-4,-7,25,44,25,6,-3,-10,0,4168
-3,-5,22,39,22,5,-2,-10,0,4169
-2,-4,18,33,18,3,-1,-9,0,4170
-1,-4,15,28,15,2,-1,-9,0,4171
-1,-4,13,24,12,0,-2,-9,0,4172
-1,-4,11,20,10,-1,-2,-9,0,4173
-1,-5,10,18,8,-3,-2,-10,0,4174
-1,-5,9,16,7,-3,-2,-10,0,4175
-1,-5,9,14,6,-4,-3,-10,0,4176
-1,-5,8,14,6,-4,-3,-10,0,4177
-1,-6,8,13,6,-4,-3,-10,0,4178
-1,-6,8,13,6,-4,-3,-10,0,4179
-1,-6,8,13,6,-4,-3,-10,0,4180
-1,-6,8,13,6,-4,-2,-10,0,4181
-1,-6,8,13,7,-3,-2,-10,0,4182
-1,-5,8,13,7,-3,-2,-9,0,4183
-1,-5,8,13,7,-3,-2,-9,0,4184
-1,-5,8,13,7,-3,-2,-9,0,4185
-1,-5,8,13,7,-2,-2,-9,0,4186
-1,-5,8,13,7,-2,-2,-9,0,4187
-1,-5,8,13,7,-2,-2,-9,0,4188
-1,-5,8,13,7,-2,-2,-9,0,4189
-1,-5,8,13,7,-2,-2,-9,0,4190
-1,-5,8,13,8,-2,-2,-9,0,4191
-1,-5,8,13,8,-2,-2,-9,0,4192
-1,-5,8,13,8,-2,-2,-9,0,4193
-1,-5,8,13,8,-2,-2,-9,0,4194
0,-5,8,13,8,-2,-2,-9,0,4195
0,-4,8,13,8,-2,-2,-9,0,4196
0,-4,8,13,8,-2,-2,-9,0,4197
0,-4,8,13,8,-2,-2,-9,0,4198
0,-4,8,13,9,-1,-2,-9,0,4199
0,-4,8,13,9,-1,-2,-8,0,4200
0,-4,8,13,9,-1,-2,-8,0,4201
0,-4,8,13,9,-1,-1,-8,0,4202
0,-4,8,13,9,-1,-1,-8,0,4203
0,-4,8,12,8,-1,-1,-8,0,4204
0,-4,8,12,8,-1,-1,-8,0,4205
0,-4,8,12,8,-1,-1,-8,0,4206
0,-4,7,12,7,-1,-1,-8,0,4207
0,-4,7,12,7,-1,-1,-8,0,4208
0,-4,7,12,6,-1,-1,-8,0,4209
0,-5,7,11,5,-2,-1,-8,0,4210
0,-5,7,11,5,-2,-2,-8,0,4211
0,-5,6,11,4,-2,-2,-8,0,4212
0,-5,6,11,4,-2,-2,-8,0,4213
0,-5,6,10,4,-2,-2,-8,0,4214
0,-4,6,11,5,-2,-2,-8,0,4215
1,-3,6,11,7,-1,-1,-7,0,4216
2,-2,6,11,10,1,-1,-6,0,4217
3,-1,6,12,14,3,0,-5,0,4218
5,2,6,14,19,7,1,-3,0,4219
7,4,7,15,25,11,3,-1,0,4220
10,8,8,17,32,17,5,2,0,4221
13,12,10,20,42,23,8,6,0,4222
17,18,12,23,51,31,12,10,0,4223
22,24,14,27,63,40,16,14,0,4224
26,31,16,32,76,49,20,20,0,4225
32,39,19,37,90,61,26,25,0,4226
38,46,22,42,106,73,31,32,0,4227
45,55,26,49,122,86,38,37,0,4228
53,65,29,56,140,100,45,44,0,4229
61,76,33,63,158,115,52,52,0,4230
69,86,37,71,176,131,60,59,0,4231
77,97,41,80,195,147,69,67,0,4232
85,108,45,89,215,164,79,74,0,4233
94,120,48,99,234,181,88,82,0,4234
102,131,52,109,253,198,99,90,0,4235
111,142,56,119,272,215,109,98,0,4236
119,153,60,130,291,232,120,105,0,4237
127,164,63,141,309,249,131,113,0,4238
135,175,67,152,327,266,143,120,0,4239
142,185,70,163,345,282,154,127,0,4240
150,195,73,174,362,298,165,134,0,4241
157,205,76,185,378,313,176,141,0,4242
164,214,78,196,393,327,187,148,0,4243
170,223,81,206,408,340,197,154,0,4244
176,231,83,216,422,353,207,160,0,4245
182,239,85,226,436,365,217,165,0,4246
188,247,87,234,448,376,225,170,0,4247
193,255,89,242,460,386,233,175,0,4248
198,261,91,250,471,395,241,180,0,4249
203,268,93,256,482,404,247,184,0,4250
207,274,95,262,491,412,253,188,0,4251
211,279,96,267,500,419,258,191,0,4252
214,284,98,271,508,426,262,194,0,4253
217,288,99,275,516,432,266,197,0,4254
220,292,100,278,522,437,269,200,0,4255
222,295,101,281,528,442,272,202,0,4256
224,298,102,283,532,446,274,203,0,4257
226,300,103,285,536,449,276,205,0,4258
227,302,104,286,538,451,278,205,0,4259
228,303,104,287,540,453,279,206,0,4260
229,304,104,288,540,454,280,206,0,4261
229,304,105,289,539,453,280,206,0,4262
229,303,105,289,536,452,281,205,0,4263
229,302,105,289,533,450,280,205,0,4264
228,301,105,288,528,447,280,204,0,4265
227,299,104,287,521,443,279,202,0,4266
226,297,104,286,514,437,278,200,0,4267
223,294,103,284,505,431,276,198,0,4268
221,290,101,281,495,423,273,196,0,4269
217,286,100,278,483,414,270,193,0,4270
213,281,98,274,471,404,266,189,0,4271
209,275,95,270,458,393,262,186,0,4272
204,269,92,264,444,380,257,182,0,4273
198,261,89,259,429,367,251,177,0,4274
191,253,86,252,413,353,245,172,0,4275
184,245,82,245,397,338,238,166,0,4276
177,235,78,238,379,322,231,159,0,4277
169,225,74,229,361,306,223,152,0,4278
160,215,70,220,342,288,214,145,0,4279
151,203,65,210,322,271,204,137,0,4280
141,191,61,200,302,252,194,128,0,4281
131,178,56,188,280,233,182,120,0,4282
121,165,51,176,258,214,171,110,0,4283
111,152,47,163,236,195,158,101,0,4284
100,138,42,150,213,175,146,91,0,4285
90,124,37,137,190,155,132,82,0,4286
79,110,32,123,167,136,119,72,0,4287
69,97,28,109,145,117,105,63,0,4288
59,83,23,95,123,98,92,53,0,4289
49,70,19,81,102,80,78,44,0,4290
40,57,15,68,82,63,65,36,0,4291
31,46,11,56,63,48,53,29,0,4292
24,35,8,45,47,34,42,21,0,4293
16,25,4,34,31,21,31,14,0,4294
10,16,2,24,18,9,21,7,0,4295
4,8,0,16,6,-1,12,2,0,4296
-1,1,-2,10,-3,-10,5,-4,0,4297
-5,-5,-3,4,-11,-17,-2,-8,0,4298
-8,-10,-4,-1,-18,-22,-7,-12,0,4299
-11,-14,-5,-6,-23,-26,-11,-15,0,4300
-13,-18,-6,-9,-26,-29,-14,-17,0,4301
-14,-20,-6,-11,-29,-31,-17,-19,0,4302
-15,-22,-6,-13,-30,-32,-18,-20,0,4303
-15,-23,-6,-14,-31,-32,-19,-21,0,4304
-15,-23,-6,-14,-31,-32,-20,-21,0,4305
-15,-23,-6,-15,-31,-31,-20,-21,0,4306
-15,-23,-6,-14,-30,-30,-20,-21,0,4307
-15,-22,-6,-14,-30,-29,-19,-21,0,4308
-15,-22,-6,-14,-29,-28,-19,-20,0,4309
-15,-21,-6,-13,-28,-27,-19,-19,0,4310
-15,-20,-5,-12,-27,-27,-18,-18,0,4311
-15,-20,-5,-12,-27,-26,-18,-18,0,4312
-15,-19,-5,-11,-26,-25,-17,-17,0,4313
-15,-18,-5,-11,-26,-25,-17,-17,0,4314
-15,-18,-5,-10,-25,-25,-17,-16,0,4315
-14,-17,-5,-10,-25,-24,-16,-16,0,4316
-14,-17,-5,-10,-24,-24,-16,-16,0,4317
-14,-16,-5,-10,-24,-24,-15,-16,0,4318
-14,-16,-5,-10,-23,-23,-15,-15,0,4319
-14,-15,-5,-10,-23,-23,-14,-15,0,4320
-13,-15,-5,-10,-22,-22,-14,-15,0,4321
-13,-14,-5,-10,-21,-22,-13,-15,0,4322
-13,-14,-5,-10,-21,-21,-13,-15,0,4323
-12,-13,-5,-10,-20,-21,-12,-15,0,4324
-12,-13,-5,-10,-20,-20,-12,-15,0,4325
-12,-12,-5,-10,-19,-20,-11,-15,0,4326
-12,-12,-5,-10,-19,-19,-11,-15,0,4327
-11,-12,-5,-10,-18,-19,-10,-15,0,4328
-11,-11,-5,-9,-18,-18,-10,-15,0,4329
-11,-11,-5,-9,-18,-18,-10,-15,0,4330
-11,-11,-4,-9,-18,-18,-10,-15,0,4331
-11,-11,-4,-9,-18,-18,-10,-15,0,4332
-11,-11,-4,-9,-17,-18,-9,-14,0,4333
-11,-11,-4,-9,-17,-17,-9,-14,0,4334
-11,-11,-4,-9,-17,-17,-9,-14,0,4335
-11,-10,-4,-9,-17,-17,-9,-14,0,4336
-11,-10,-4,-9,-17,-17,-9,-14,0,4337
-11,-10,-4,-8,-17,-17,-9,-14,0,4338
-11,-10,-4,-8,-17,-17,-9,-14,0,4339
-11,-10,-4,-8,-17,-16,-9,-14,0,4340
-11,-10,-3,-8,-17,-16,-9,-14,0,4341
-11,-10,-3,-8,-17,-16,-8,-14,0,4342
-11,-10,-3,-8,-17,-16,-8,-14,0,4343
-11,-10,-3,-8,-17,-16,-8,-14,0,4344
-11,-10,-3,-8,-16,-16,-8,-14,0,4345
-11,-9,-3,-8,-16,-15,-8,-14,0,4346
-11,-9,-3,-8,-16,-15,-8,-14,0,4347
-11,-9,-3,-8,-16,-15,-8,-14,0,4348
-11,-9,-3,-8,-16,-15,-8,-14,0,4349
-11,-9,-3,-8,-16,-15,-7,-14,0,4350
-11,-9,-3,-8,-16,-15,-7,-13,0,4351
-11,-9,-3,-8,-16,-15,-7,-13,0,4352
-11,-9,-3,-7,-15,-15,-7,-13,0,4353
-11,-9,-3,-7,-15,-15,-7,-13,0,4354
-10,-8,-3,-7,-15,-15,-7,-13,0,4355
-10,-8,-3,-7,-15,-15,-6,-13,0,4356
-10,-8,-3,-7,-15,-15,-6,-13,0,4357
-10,-8,-3,-7,-14,-15,-6,-13,0,4358
-10,-8,-3,-7,-14,-15,-6,-13,0,4359
-10,-8,-3,-7,-14,-15,-6,-13,0,4360
-10,-8,-3,-7,-14,-15,-6,-13,0,4361
-10,-8,-2,-7,-14,-14,-6,-13,0,4362
-10,-8,-2,-7,-14,-14,-6,-13,0,4363
-9,-7,-2,-7,-13,-14,-6,-13,0,4364
-9,-7,-2,-7,-13,-14,-6,-12,0,4365
-9,-7,-2,-7,-13,-14,-6,-12,0,4366
-9,-7,-2,-7,-13,-14,-6,-12,0,4367
-9,-7,-2,-6,-13,-14,-5,-12,0,4368
-9,-7,-2,-6,-13,-13,-5,-12,0,4369
-9,-7,-2,-6,-13,-13,-5,-12,0,4370
-9,-7,-2,-6,-13,-13,-5,-12,0,4371
-9,-7,-2,-6,-13,-13,-5,-12,0,4372
-9,-7,-2,-6,-13,-13,-5,-12,0,4373
-9,-7,-2,-6,-13,-13,-5,-12,0,4374
-9,-7,-2,-6,-13,-12,-4,-11,0,4375
-9,-7,-2,-6,-12,-12,-4,-11,0,4376
-9,-7,-2,-6,-12,-12,-4,-11,0,4377
-9,-6,-2,-6,-12,-12,-4,-11,0,4378
-9,-6,-2,-6,-12,-12,-4,-11,0,4379
-8,-6,-2,-6,-12,-12,-4,-11,0,4380
-8,-6,-1,-6,-12,-11,-4,-11,0,4381
-8,-6,-1,-5,-12,-11,-4,-11,0,4382
-8,-6,-1,-5,-11,-11,-4,-11,0,4383
-8,-6,-1,-5,-11,-11,-4,-11,0,4384
-8,-6,-1,-5,-11,-11,-4,-11,0,4385
-8,-5,-1,-5,-11,-10,-4,-11,0,4386
-8,-5,-1,-5,-11,-10,-4,-11,0,4387
-8,-5,-1,-5,-11,-10,-4,-11,0,4388
-8,-5,-1,-5,-11,-10,-3,-11,0,4389
-8,-5,-1,-5,-11,-10,-3,-11,0,4390
-8,-5,-1,-5,-11,-10,-3,-11,0,4391
-8,-5,-1,-5,-11,-10,-3,-10,0,4392
-8,-5,-1,-5,-10,-10,-3,-10,0,4393
-8,-4,-1,-5,-10,-10,-3,-10,0,4394
-8,-4,-1,-5,-10,-9,-3,-10,0,4395
-8,-4,-1,-4,-10,-9,-2,-10,0,4396
-7,-4,-1,-4,-10,-9,-2,-10,0,4397
-7,-4,-1,-4,-10,-9,-2,-10,0,4398
-7,-4,-1,-4,-10,-9,-2,-10,0,4399
-7,-4,-1,-4,-9,-9,-2,-10,0,4400
-7,-4,-1,-4,-9,-9,-2,-10,0,4401
-7,-4,-1,-4,-9,-9,-2,-10,0,4402
-7,-4,-1,-4,-9,-9,-2,-10,0,4403
-7,-4,-1,-4,-9,-8,-2,-10,0,4404
-7,-3,-1,-4,-9,-8,-2,-10,0,4405
-7,-3,0,-4,-8,-8,-2,-9,0,4406
-7,-3,0,-4,-8,-8,-2,-9,0,4407
-7,-3,0,-4,-8,-8,-2,-9,0,4408
-7,-3,0,-4,-8,-8,-2,-9,0,4409
-7,-3,0,-3,-8,-8,-2,-9,0,4410
-7,-3,0,-3,-8,-8,-2,-9,0,4411
-6,-3,0,-3,-8,-8,-2,-9,0,4412
-6,-3,0,-3,-8,-8,-2,-10,0,4413
-6,-3,0,-3,-8,-7,-2,-10,0,4414
-6,-3,0,-3,-7,-7,-2,-10,0,4415
-6,-3,0,-3,-7,-7,-2,-10,0,4416
-6,-3,0,-3,-7,-7,-2,-10,0,4417
-6,-3,0,-3,-7,-7,-2,-10,0,4418
-6,-3,0,-3,-7,-7,-2,-9,0,4419
-6,-3,0,-3,-7,-7,-2,-9,0,4420
-5,-2,0,-3,-7,-7,-1,-9,0,4421
-5,-2,0,-3,-7,-7,-1,-9,0,4422
-5,-2,0,-3,-6,-6,-1,-9,0,4423
-5,-2,0,-3,-6,-6,-1,-9,0,4424
-5,-2,0,-3,-6,-6,-1,-9,0,4425
-5,-2,0,-3,-6,-6,-1,-9,0,4426
-5,-2,0,-3,-6,-6,-1,-9,0,4427
-5,-2,0,-3,-6,-6,-1,-9,0,4428
-5,-2,0,-3,-5,-5,-1,-8,0,4429
-5,-2,0,-2,-5,-5,-1,-8,0,4430
-5,-1,0,-2,-5,-5,-1,-8,0,4431
-5,-1,0,-2,-5,-5,-1,-8,0,4432
-5,-1,0,-2,-5,-5,-1,-8,0,4433
-5,-1,0,-2,-5,-5,-1,-8,0,4434
-5,-1,0,-2,-5,-5,-1,-8,0,4435
-5,-1,0,-2,-5,-5,-1,-8,0,4436
-5,-1,0,-2,-5,-4,-1,-8,0,4437
-5,-1,0,-2,-5,-4,-1,-8,0,4438
-5,-1,0,-2,-5,-4,-1,-8,0,4439
-5,-1,0,-2,-5,-4,-1,-8,0,4440
-5,-1,0,-2,-5,-4,-1,-8,0,4441
-5,-1,0,-2,-4,-4,0,-8,0,4442
-5,-1,0,-2,-4,-4,0,-8,0,4443
-5,-1,0,-2,-4,-4,0,-7,0,4444
-5,-1,0,-2,-4,-3,0,-7,0,4445
-5,-1,0,-2,-4,-3,0,-7,0,4446
-5,-1,0,-2,-3,-3,0,-7,0,4447
-5,-1,0,-2,-3,-3,0,-7,0,4448
-5,-1,0,-2,-3,-3,0,-7,0,4449
-4,-1,0,-1,-3,-2,0,-7,0,4450
-4,-1,0,-1,-2,-2,0,-7,0,4451
-4,-1,1,-1,-2,-2,1,-7,0,4452
-4,-1,1,-1,-2,-2,1,-7,0,4453
-4,-1,1,-1,-2,-2,1,-7,0,4454
-4,-1,1,-1,-2,-2,1,-7,0,4455
-4,-1,1,-1,-2,-2,1,-7,0,4456
-4,0,1,-1,-2,-2,1,-7,0,4457
-4,0,1,-1,-1,-2,1,-6,0,4458
-4,0,1,-1,-1,-1,1,-6,0,4459
-3,0,0,-1,-1,-1,1,-6,0,4460
-3,0,0,-1,-1,-1,1,-6,0,4461
-3,0,0,-1,-1,-1,1,-6,0,4462
-3,0,0,-1,-1,-1,1,-6,0,4463
-3,0,0,-1,-1,-1,1,-6,0,4464
-3,0,0,0,-1,-1,1,-6,0,4465
-3,0,0,0,-1,-1,2,-6,0,4466
-2,1,0,0,-1,-1,2,-6,0,4467
-2,1,0,0,-1,-1,2,-6,0,4468
-2,1,0,0,0,-1,2,-6,0,4469
-2,1,0,0,0,0,2,-6,0,4470
-2,1,0,0,0,0,2,-6,0,4471
-2,1,0,0,0,0,2,-6,0,4472
-2,1,0,0,0,0,2,-6,0,4473
-2,1,0,0,0,0,2,-6,0,4474
-2,1,0,0,0,0,2,-6,0,4475
-2,1,0,0,0,0,3,-6,0,4476
-2,1,1,0,0,0,3,-6,0,4477
-2,1,1,0,0,0,3,-6,0,4478
-2,1,1,0,0,0,3,-6,0,4479
-2,1,1,0,0,1,3,-6,0,4480
-2,1,1,0,0,1,3,-6,0,4481
-2,1,1,0,0,1,3,-6,0,4482
-2,1,1,0,0,1,3,-6,0,4483
-2,2,1,0,0,1,3,-5,0,4484
-2,2,1,0,0,1,3,-5,0,4485
-2,2,1,0,0,1,3,-5,0,4486
-2,2,1,1,0,1,3,-5,0,4487
-2,2,1,1,0,1,3,-5,0,4488
-2,2,1,1,0,1,3,-5,0,4489
-2,2,1,1,0,1,3,-5,0,4490
-2,2,1,1,0,1,3,-5,0,4491
-1,2,1,1,0,1,3,-5,0,4492
-1,2,1,1,0,1,3,-5,0,4493
-1,2,1,1,0,1,3,-4,0,4494
-1,2,1,2,0,1,3,-4,0,4495
-1,2,1,2,0,1,3,-4,0,4496
-1,3,1,2,0,1,3,-4,0,4497
-1,3,1,2,0,1,3,-4,0,4498
-1,3,1,2,0,2,4,-4,0,4499
0,3,1,2,0,2,4,-4,0,4500
0,3,1,2,0,2,4,-4,0,4501
0,3,1,2,0,2,4,-4,0,4502
0,3,1,2,1,2,4,-3,0,4503
0,3,1,2,1,2,4,-3,0,4504
0,3,1,2,1,2,5,-3,0,4505
0,4,1,2,1,2,5,-3,0,4506
0,4,1,3,1,2,5,-3,0,4507
0,4,1,3,1,3,5,-3,0,4508
0,4,1,3,2,3,5,-3,0,4509
0,3,1,3,2,3,5,-3,0,4510
0,3,1,3,2,3,5,-3,0,4511
0,3,1,3,2,3,5,-3,0,4512
0,3,1,3,2,3,5,-3,0,4513
0,3,1,3,2,3,5,-3,0,4514
0,3,1,3,2,3,5,-3,0,4515
0,3,1,3,2,3,5,-3,0,4516
0,4,1,3,2,3,5,-3,0,4517
0,4,1,3,2,3,5,-3,0,4518
0,4,1,3,2,3,5,-3,0,4519
0,4,1,3,2,3,5,-3,0,4520
0,4,1,3,2,3,5,-3,0,4521
0,4,2,3,2,3,5,-3,0,4522
0,4,2,4,2,3,5,-2,0,4523
0,4,2,4,3,3,5,-2,0,4524
0,4,2,4,3,3,5,-2,0,4525
0,4,2,4,3,3,5,-2,0,4526
0,4,2,4,2,3,5,-2,0,4527
0,4,2,4,2,3,5,-2,0,4528
1,3,2,4,2,3,5,-2,0,4529
1,3,2,4,2,2,5,-3,0,4530
1,3,2,3,1,2,4,-3,0,4531
1,2,1,3,1,2,4,-3,0,4532
1,2,1,3,0,2,4,-3,0,4533
1,1,1,3,0,2,4,-3,0,4534
1,1,1,3,0,2,4,-3,0,4535
1,0,1,3,0,2,5,-3,0,4536
2,0,1,3,0,3,6,-3,0,4537
3,1,1,4,1,5,7,-2,0,4538
4,2,1,5,3,7,9,-1,0,4539
5,4,2,6,6,10,13,1,0,4540
7,6,2,8,9,14,16,3,0,4541
10,9,3,10,14,19,21,6,0,4542
13,14,4,13,20,25,27,9,0,4543
17,19,6,18,26,32,33,14,0,4544
22,26,8,23,34,39,41,19,0,4545
27,34,11,28,42,48,48,25,0,4546
33,42,14,34,50,55,56,31,0,4547
40,51,18,41,60,65,65,37,0,4548
48,61,21,48,69,74,74,44,0,4549
55,72,25,56,79,83,83,52,0,4550
64,83,29,63,89,93,93,60,0,4551
72,94,33,71,98,101,101,68,0,4552
80,105,37,78,106,110,109,75,0,4553
88,115,40,85,114,117,117,82,0,4554
95,125,44,92,121,124,124,89,0,4555
102,134,47,98,127,130,130,95,0,4556
108,142,49,103,133,135,135,100,0,4557
113,149,52,107,137,139,139,105,0,4558
118,155,53,111,140,142,142,108,0,4559
121,159,54,113,143,144,145,110,0,4560
123,162,55,115,144,146,146,112,0,4561
124,164,55,116,145,146,147,112,0,4562
125,164,55,115,145,146,146,112,0,4563
123,163,53,114,144,145,145,110,0,4564
121,160,52,111,142,143,143,108,0,4565
118,156,50,108,140,140,140,105,0,4566
114,151,47,103,136,136,136,101,0,4567
109,145,44,98,132,131,131,96,0,4568
103,137,41,92,127,125,126,90,0,4569
